account_id,futures_maker_fee_rate,futures_taker_fee_rate,address,update_time
0x411ab4d42276c9ab7eaaca452222a7f590c7ed7f2076b85292bcbd66d9cc08d8,0.0002,0.00055,0x9e4caff5d536aabd396722f1116c77f03dd54ed3,2026-01-07 01:41:34
0x543e2c23f1c89668f30b05021acbddd2ed1aef46e8ccc02e88e76edc62e2777f,0.0002,0.00055,0x62c44a57acd966948ebbd35aca993649b75f881c,2026-01-07 01:41:34
0x893644d016bedb834889fb049805308f948f00ba24c6b0e8cf2ad6570ef0c894,0.0002,0.00055,0x3e0a135a2bf2ebbebe3f2b7dc8fae0a53c15c05e,2026-01-07 01:41:34
0x83fa6e3d716874b4de39555aa4f946d990885b6953efeb02d0fcc6c0b03f79ad,0.0002,0.00055,0xedc7b74ccf1a1df2a4ee00349b0fe582cce998d6,2026-01-07 01:41:34
0xc32aedb3e6fee9899dc60f300f57ab98e7599b8e376f9b9fac5006269899cb85,0.0002,0.00055,0xad945e26d5c5f2561340e607462d19bc0f3d5c2a,2026-01-07 01:41:34
0xf7e36bb1d9f05f5a04ed19d7d93b09e36be26eb7d413498474e4d5415fb2ee70,0.0002,0.00055,0x7bd1a5f077edd3b505cf5db3fa9b8d47761d63a1,2026-01-07 01:41:34
0xba02c32ebe4bc35b683d5bd7388c30e8dce109ed30dc0f4c6ab5a43da299fa3d,0.0002,0.00055,0xbb03c5030cac72e290ae185a8b9b375c58f7a9a6,2026-01-07 01:41:34
0xee848560d80cf8c74b2491a8f58941bd9deae3a5615f2a8666cdcb24b2ea2d18,0.0002,0.00055,0x2136d9f49149edf9291d480d0f7250bf43352977,2026-01-07 01:41:34
0xa9237956c99159cb54908c35305ce92f72d1e504d3e80330931d9e0a336d7529,0.0002,0.00055,0x2a0810868c44f2a1873ca7e6311034dfb8cd757f,2026-01-07 01:41:34
0xf97cfdb449666109800ee75a9e144cab635815459a698799e87009cb50c533a7,0.0002,0.00055,0x2a0810868c44f2a1873ca7e6311034dfb8cd757f,2026-01-07 01:41:34
0xffe94228d68e72b631d082a2fe3283e17f3702470c69481df0aba9d2d0de7368,0.0002,0.00055,0x2a0810868c44f2a1873ca7e6311034dfb8cd757f,2026-01-07 01:41:34
